Essai,400,600,800,1000,1200,1400
Essai0,0.28749810019508004,0.5591727998107672,1.0080170999281108,0.8634204999543726,0.9599153001327068,1.3285877001471817
Essai1,0.20816270005889237,0.4000705999787897,0.6886519000399858,1.0402003000490367,1.264186899876222,1.3281520998571068
Essai2,0.20749120018444955,0.6398058999329805,0.6720000000204891,0.6399276000447571,1.104591100011021,1.3115533001255244
Essai3,0.1279454999603331,0.2087874999269843,0.544664999935776,1.0399303000885993,0.799980100011453,1.264335999963805
Essai4,0.25596560002304614,0.8000962999649346,0.7522291999775916,1.3757540001533926,1.0240207000169903,1.2479032999835908
Essai5,0.1756967999972403,0.5285376000683755,0.9282583999447525,0.9769439001102,1.296306500211358,1.4239159999415278
Essai6,0.30404580011963844,0.9281633999198675,0.6391779000405222,0.4955114000476897,1.423511599889025,1.2632617000490427
Essai7,0.20789299998432398,0.8161295999307185,0.6079391001258045,1.07255470007658,1.216008000075817,1.5682603002060205
Essai8,0.33590850001201034,0.6079520001076162,0.6567212000954896,1.2634887001477182,1.2952230998780578,1.4396915999241173
Essai9,0.3837825001683086,0.47951430012471974,0.7681493000127375,1.2328822000417858,1.0555370000656694,1.5200025998055935
