Essai;400;600;800;1000;1200;1400
Essai0;0.44344489998184144             ;0.8689731999766082              ;1.0614844000083394              ;1.3640713999629952              ;1.4348848999943584              ;1.52848990005441                
Essai1;0.6069361999980174              ;0.935729899967555               ;1.236203900014516               ;1.1654383999994025              ;1.4703794000088237              ;1.4397800999577157              
Essai2;0.5941636000061408              ;0.8349957999889739              ;1.303049300040584               ;1.1742817000485957              ;1.3161571999662556              ;1.4295653000008315              
Essai3;0.5283681000000797              ;1.0066019000369124              ;0.9835337999975309              ;1.3395035999710672              ;1.3554203999810852              ;1.7162586000049487              
Essai4;0.5783551000058651              ;0.7666681000264362              ;1.2141033000079915              ;1.4092586999759078              ;1.152494599984493               ;1.7193663000361994              
Essai5;0.6267792999860831              ;1.0211857999674976              ;1.2753718000021763              ;1.3024225999834016              ;1.6586680000182241              ;1.5979196000262164              
Essai6;0.481826999981422               ;1.2160622000228614              ;1.287483699969016               ;1.4255219000042416              ;1.4296806000056677              ;2.0557738000061363              
Essai7;0.6821217000251636              ;0.9673829000093974              ;1.1688430000212975              ;1.2259959999937564              ;1.6392357999575324              ;1.545563299965579               
Essai8;0.6262593999854289              ;1.0366775000002235              ;1.0923256000387482              ;1.0822230000048876              ;1.648039299994707               ;1.884935999987647               
Essai9;0.6218869000440463              ;0.9768216999946162              ;1.2337894000229426              ;1.383453099988401               ;1.4989154000068083              ;1.6853119000443257              
