Essai;400;600;800;1000;1200;1400
Essai0;0,3998786;0,7039622;0,6727553;0,6242418;1,2804614;1,1997731
Essai1;0,287713;0,7681429;0,8645004;0,8640241;1,3925724;1,3593112
Essai2;0,3683574;0,9928515;1,0551709;1,039501;1,2321605;1,0880391
Essai3;0,4002253;0,9280736;1,2636071;1,0877188;0,9118588;1,2475311
Essai4;0,4482202;0,9756528;1,1842299;0,9924028;1,2482539;1,2474621
Essai5;0,4001504;0,9279329;0,9290812;1,1358152;1,2481651;1,1679369
Essai6;0,3045148;0,4793757;0,7038772;1,2480675;1,2483803;1,2798045
Essai7;0,2716865;0,8643112;0,8644278;0,8159407;1,3274334;1,503667
Essai8;0,2886188;0,9603093;1,1360465;1,040175;0,9606021;1,0884366
Essai9;0,3682737;0,7834927;0,6559245;1,0718233;1,0233665;0,9443636
;0,35376387;0,83841048;0,93296208;0,99197102;1,18732544;1,21263252
;0,057923407;0,151395905;0,208560832;0,169995693;0,154191556;0,147728878
CV;0,16373466;0,180574919;0,223546955;0,171371632;0,12986461;0,121824935
;0,17;;;;;
diff;-0,04623613;0,23841048;0,13296208;-0,00802898;-0,01267456;-0,18736748
;0,02;;;;;
