Essai,400,600,800,1000,1200,1400
Essai0,0.7523632999509573,0.576314200006891,0.5106067999731749,0.9438096000230871,1.135918500018306,1.1038839999819174
Essai1,0.38398660003440455,0.7365770000033081,0.7846724000410177,1.200329800019972,1.1838281000382267,1.2003438000101596
Essai2,0.3360345999826677,0.5459196000010706,0.7041647000005469,0.7365389000042342,1.1672362000099383,1.9364384000073187
Essai3,0.3197061999817379,0.6240435999934562,0.8000635000062175,0.9594203000306152,1.5041807999950834,1.3757341000018641
Essai4,0.303428300016094,0.7358902999549173,0.8161890999763273,0.9283742000116035,1.5841242999886163,1.1681592000531964
Essai5,0.6397356000379659,0.9121369000058621,0.816428399994038,1.4397370000369847,1.551644999999553,1.1196023999946192
Essai6,0.5923558999784291,0.7519420000026003,0.6875466000055894,1.4879915000055917,0.8320411000167951,0.6400426999898627
Essai7,0.480615200009197,0.7036888999864459,0.9118655999773182,0.9278378000017256,0.976236299960874,1.1839366999920458
Essai8,0.735895799996797,0.8958319000084884,0.7681931999977678,0.5445121999946423,0.895893300010357,1.3598453999729827
Essai9,0.3845053000259213,0.7516546999686398,0.8962134000030346,0.8163076999480836,0.8957478000083938,1.45633940002881
