1	1	1	1	1	16.458	-15.178	6.6443	-4.4971	-4.8901	2.2148	0
1	1	1	1	1	16.414	-15.227	6.7801	-4.7683	-4.8178	1.5638	0.01
1	1	1	1	1	16.368	-15.276	6.8751	-5.072	-4.6372	1.2165	0.02
1	1	1	1	1	16.319	-15.323	6.9536	-5.4119	-4.3596	1.0156	0.03
1	1	1	1	1	16.267	-15.368	7.0396	-5.7868	-3.9991	0.90063	0.04
1	1	1	1	1	16.211	-15.41	7.1542	-6.1919	-3.571	0.84473	0.05
1	1	1	1	1	16.151	-15.448	7.3133	-6.6201	-3.0911	0.83564	0.06
1	1	1	1	1	16.087	-15.482	7.5255	-7.0637	-2.5752	0.86848	0.07
1	1	1	1	1	16.018	-15.51	7.7926	-7.5146	-2.0379	0.94284	0.08
1	1	1	1	1	15.945	-15.533	8.11	-7.9654	-1.4926	1.0611	0.09
1	1	1	1	1	15.868	-15.551	8.4686	-8.41	-0.95053	1.2274	0.1
1	1	1	1	1	15.786	-15.563	8.8576	-8.8435	-0.42025	1.4462	0.11
1	1	1	1	1	15.7	-15.57	9.267	-9.2632	0.092284	1.7222	0.12
1	1	1	1	1	15.609	-15.571	9.6886	-9.6683	0.58375	2.0595	0.13
1	1	1	1	1	15.515	-15.568	10.117	-10.06	1.0531	2.4606	0.14
1	1	1	1	1	15.416	-15.56	10.548	-10.438	1.5012	2.9245	0.15
1	1	1	1	1	15.313	-15.547	10.978	-10.806	1.9302	3.4426	0.16
1	1	1	1	1	15.207	-15.53	11.407	-11.163	2.3435	3.9941	0.17
1	1	1	1	1	15.097	-15.508	11.832	-11.508	2.7456	4.546	0.18
1	1	1	1	1	14.984	-15.483	12.253	-11.842	3.1414	5.0587	0.19
1	1	1	1	1	14.867	-15.453	12.67	-12.166	3.5366	5.4994	0.2
1	1	1	1	1	14.747	-15.42	13.085	-12.478	3.9366	5.8538	0.21
1	1	1	1	1	14.624	-15.383	13.5	-12.78	4.3457	6.131	0.22
1	1	1	1	1	14.498	-15.341	13.914	-13.071	4.7671	6.3581	0.23
1	1	1	1	1	14.368	-15.296	14.328	-13.349	5.2017	6.5708	0.24
1	1	1	1	1	14.236	-15.246	14.739	-13.613	5.6482	6.8046	0.25
1	1	1	1	1	14.101	-15.192	15.145	-13.86	6.1031	7.0911	0.26
1	1	1	1	1	13.964	-15.133	15.542	-14.088	6.5615	7.4558	0.27
1	1	1	1	1	13.824	-15.07	15.926	-14.295	7.0176	7.9187	0.28
1	1	1	1	1	13.682	-15.002	16.294	-14.482	7.4657	8.492	0.29
1	1	1	1	1	13.538	-14.929	16.645	-14.649	7.9011	9.1761	0.3
1	1	1	1	1	13.392	-14.852	16.978	-14.798	8.3207	9.956	0.31
1	1	1	1	1	13.245	-14.771	17.295	-14.932	8.7238	10.805	0.32
1	1	1	1	1	13.096	-14.686	17.599	-15.055	9.112	11.689	0.33
1	1	1	1	1	12.946	-14.597	17.895	-15.172	9.4888	12.575	0.34
1	1	1	1	1	12.795	-14.504	18.191	-15.287	9.8585	13.429	0.35
1	1	1	1	1	12.643	-14.407	18.49	-15.404	10.226	14.219	0.36
1	1	1	1	1	12.49	-14.307	18.799	-15.527	10.597	14.929	0.37
1	1	1	1	1	12.335	-14.203	19.118	-15.656	10.972	15.574	0.38
1	1	1	1	1	12.179	-14.095	19.449	-15.79	11.355	16.202	0.39
1	1	1	1	1	12.022	-13.983	19.788	-15.927	11.742	16.868	0.4
1	1	1	1	1	11.863	-13.868	20.131	-16.063	12.133	17.601	0.41
1	1	1	1	1	11.703	-13.748	20.47	-16.194	12.521	18.404	0.42
1	1	1	1	1	11.542	-13.625	20.801	-16.315	12.902	19.286	0.43
1	1	1	1	1	11.379	-13.498	21.115	-16.422	13.272	20.298	0.44
1	1	1	1	1	11.216	-13.367	21.408	-16.512	13.624	21.534	0.45
1	1	1	1	1	11.051	-13.232	21.674	-16.584	13.955	23.089	0.46
1	1	1	1	1	10.885	-13.094	21.91	-16.636	14.258	25.023	0.47
1	1	1	1	1	10.719	-12.953	22.112	-16.667	14.53	27.355	0.48
1	1	1	1	1	10.553	-12.809	22.279	-16.679	14.769	30.119	0.49
1	1	1	1	1	10.386	-12.663	22.413	-16.675	14.976	33.44	0.5
1	1	1	1	1	10.219	-12.514	22.522	-16.66	15.155	37.54	0.51
1	1	1	1	1	10.052	-12.363	22.611	-16.64	15.309	42.607	0.52
1	1	1	1	1	9.8859	-12.211	22.688	-16.62	15.445	48.489	0.53
1	1	1	1	1	9.7196	-12.057	22.76	-16.604	15.568	54.347	0.54
1	1	1	1	1	9.5535	-11.902	22.831	-16.592	15.683	58.811	0.55
1	1	1	1	1	9.3876	-11.746	22.903	-16.584	15.796	60.906	0.56
1	1	1	1	1	9.2217	-11.588	22.976	-16.577	15.909	60.782	0.57
1	1	1	1	1	9.0559	-11.43	23.049	-16.568	16.023	59.299	0.58
1	1	1	1	1	8.8902	-11.27	23.119	-16.555	16.138	57.225	0.59
1	1	1	1	1	8.7245	-11.109	23.182	-16.533	16.25	54.943	0.6
1	1	1	1	1	8.5591	-10.947	23.232	-16.498	16.356	52.594	0.61
1	1	1	1	1	8.3939	-10.784	23.262	-16.445	16.452	50.295	0.62
1	1	1	1	1	8.2291	-10.62	23.264	-16.369	16.531	48.226	0.63
1	1	1	1	1	8.065	-10.455	23.231	-16.265	16.587	46.587	0.64
1	1	1	1	1	7.9017	-10.29	23.159	-16.131	16.617	45.554	0.65
1	1	1	1	1	7.7397	-10.123	23.045	-15.967	16.617	45.247	0.66
1	1	1	1	1	7.5791	-9.9572	22.889	-15.775	16.584	45.688	0.67
1	1	1	1	1	7.4203	-9.7911	22.693	-15.559	16.519	46.698	0.68
1	1	1	1	1	7.2636	-9.6255	22.461	-15.321	16.423	47.765	0.69
1	1	1	1	1	7.1091	-9.4607	22.192	-15.062	16.297	48.012	0.7
1	1	1	1	1	6.9572	-9.2971	21.887	-14.78	16.142	46.47	0.71
1	1	1	1	1	6.8079	-9.1348	21.543	-14.471	15.96	42.695	0.72
1	1	1	1	1	6.6616	-8.9742	21.159	-14.128	15.751	37.164	0.73
1	1	1	1	1	6.5185	-8.8156	20.731	-13.747	15.518	30.946	0.74
1	1	1	1	1	6.379	-8.6592	20.257	-13.32	15.261	25.039	0.75
1	1	1	1	1	6.2436	-8.5052	19.733	-12.842	14.983	20.004	0.76
1	1	1	1	1	6.1126	-8.354	19.163	-12.311	14.685	15.992	0.77
1	1	1	1	1	5.9867	-8.2056	18.549	-11.729	14.37	12.913	0.78
1	1	1	1	1	5.8664	-8.0603	17.899	-11.1	14.041	10.577	0.79
1	1	1	1	1	5.7521	-7.9182	17.219	-10.43	13.699	8.7858	0.8
1	1	1	1	1	5.6444	-7.7795	16.515	-9.7262	13.346	7.3742	0.81
1	1	1	1	1	5.5435	-7.6442	15.793	-8.9943	12.981	6.2253	0.82
1	1	1	1	1	5.4499	-7.5125	15.058	-8.2391	12.603	5.2644	0.83
1	1	1	1	1	5.3636	-7.3846	14.315	-7.4651	12.212	4.4488	0.84
1	1	1	1	1	5.2851	-7.2605	13.568	-6.677	11.808	3.7557	0.85
1	1	1	1	1	5.2143	-7.1404	12.825	-5.8803	11.394	3.1716	0.86
1	1	1	1	1	5.1515	-7.0243	12.095	-5.082	10.972	2.6851	0.87
1	1	1	1	1	5.0967	-6.9125	11.386	-4.2896	10.543	2.2845	0.88
1	1	1	1	1	5.0499	-6.8049	10.709	-3.5115	10.113	1.9574	0.89
1	1	1	1	1	5.0109	-6.7016	10.074	-2.7552	9.6857	1.6924	0.9
1	1	1	1	1	4.9797	-6.6026	9.4916	-2.027	9.2676	1.4794	0.91
1	1	1	1	1	4.9558	-6.5079	8.9693	-1.3307	8.8647	1.3102	0.92
1	1	1	1	1	4.9391	-6.4173	8.5139	-0.66808	8.4821	1.1787	0.93
1	1	1	1	1	4.9292	-6.3306	8.1294	-0.038632	8.1235	1.0802	0.94
1	1	1	1	1	4.9258	-6.2476	7.816	0.55925	7.7902	1.011	0.95
1	1	1	1	1	4.9285	-6.1681	7.5711	1.1275	7.4808	0.96781	0.96
1	1	1	1	1	4.937	-6.0918	7.3887	1.6676	7.1923	0.94824	0.97
1	1	1	1	1	4.951	-6.0185	7.261	2.1798	6.9205	0.95044	0.98
1	1	1	1	1	4.9703	-5.948	7.1782	2.6632	6.6606	0.97269	0.99
1	1	1	1	1	4.9946	-5.8801	7.1302	3.1161	6.4083	1.012	1
1	1	1	1	1	5.0236	-5.8148	7.1062	3.5371	6.1587	1.0624	1.01
1	1	1	1	1	5.0569	-5.7519	7.0962	3.9263	5.9067	1.1136	1.02
1	1	1	1	1	5.0943	-5.6916	7.0919	4.286	5.646	1.1522	1.03
1	1	1	1	1	5.1355	-5.6338	7.0878	4.6205	5.3704	1.1661	1.04
1	1	1	1	1	5.18	-5.5787	7.0818	4.936	5.0736	1.1507	1.05
1	1	1	1	1	5.2279	-5.5264	7.0759	5.2393	4.7506	1.111	1.06
1	1	1	1	1	5.2788	-5.4772	7.0753	5.5373	4.398	1.0587	1.07
1	1	1	1	1	5.3326	-5.4314	7.0877	5.8359	4.0144	1.0067	1.08
1	1	1	1	1	5.3895	-5.3892	7.1229	6.1401	3.6007	0.96565	1.09
1	1	1	1	1	5.4494	-5.3511	7.1908	6.4538	3.1593	0.94276	1.1
1	1	1	1	1	5.5123	-5.3172	7.3007	6.7796	2.694	0.9427	1.11
1	1	1	1	1	5.5784	-5.2879	7.4594	7.119	2.2089	0.96863	1.12
1	1	1	1	1	5.6479	-5.2633	7.6707	7.4726	1.7083	1.0229	1.13
1	1	1	1	1	5.7208	-5.2437	7.9348	7.8391	1.1954	1.1072	1.14
1	1	1	1	1	5.7974	-5.2292	8.2484	8.2162	0.67284	1.2226	1.15
1	1	1	1	1	5.8776	-5.2198	8.6053	8.5999	0.14223	1.369	1.16
1	1	1	1	1	5.9617	-5.2157	8.9975	8.985	-0.3956	1.5445	1.17
1	1	1	1	1	6.0496	-5.217	9.4171	9.3666	-0.94045	1.7455	1.18
1	1	1	1	1	6.1414	-5.2236	9.8573	9.7406	-1.4924	1.9689	1.19
1	1	1	1	1	6.2369	-5.2358	10.313	10.104	-2.0517	2.2134	1.2
1	1	1	1	1	6.3362	-5.2535	10.783	10.458	-2.618	2.4821	1.21
1	1	1	1	1	6.439	-5.2768	11.266	10.802	-3.1908	2.7825	1.22
1	1	1	1	1	6.5453	-5.3058	11.76	11.138	-3.7683	3.1271	1.23
1	1	1	1	1	6.6551	-5.3406	12.265	11.467	-4.3473	3.5329	1.24
1	1	1	1	1	6.7681	-5.3812	12.777	11.789	-4.923	4.0204	1.25
1	1	1	1	1	6.8844	-5.4276	13.29	12.102	-5.4893	4.6138	1.26
1	1	1	1	1	7.0039	-5.4797	13.797	12.403	-6.039	5.3416	1.27
1	1	1	1	1	7.1264	-5.5374	14.289	12.69	-6.5652	6.2393	1.28
1	1	1	1	1	7.252	-5.6005	14.76	12.961	-7.0615	7.3538	1.29
1	1	1	1	1	7.3802	-5.6687	15.205	13.213	-7.5226	8.7481	1.3
1	1	1	1	1	7.5112	-5.7417	15.618	13.446	-7.9446	10.503	1.31
1	1	1	1	1	7.6445	-5.8191	15.995	13.658	-8.3244	12.711	1.32
1	1	1	1	1	7.7801	-5.9006	16.333	13.847	-8.6606	15.462	1.33
1	1	1	1	1	7.9177	-5.9856	16.627	14.011	-8.9528	18.828	1.34
1	1	1	1	1	8.057	-6.0738	16.877	14.147	-9.2022	22.86	1.35
1	1	1	1	1	8.1979	-6.1647	17.082	14.256	-9.4112	27.593	1.36
1	1	1	1	1	8.34	-6.2578	17.247	14.339	-9.5837	33.023	1.37
1	1	1	1	1	8.483	-6.3529	17.374	14.398	-9.7244	38.896	1.38
1	1	1	1	1	8.6267	-6.4495	17.472	14.438	-9.8397	44.322	1.39
1	1	1	1	1	8.771	-6.5474	17.547	14.462	-9.9374	47.663	1.4
1	1	1	1	1	8.9155	-6.6463	17.611	14.478	-10.027	47.496	1.41
1	1	1	1	1	9.0602	-6.7461	17.673	14.49	-10.118	44	1.42
