Essai;400;600;800;1000;1200;1400
Essai0;0,3042296;0,4800163;0,5928202;0,6715445;0,9763111;1,1685649
Essai1;0,2081069;0,5143488;0,7519972;0,8000499;1,519533;1,3440642
Essai2;0,1918018;0,5763784;0,751572;0,8002367;1,5045248;1,2334871
Essai3;0,3036412;0,4962788;0,8799448;0,784031;1,2479931;0,9598026
Essai4;0,3039318;0,6396322;0,8484616;0,8964108;1,0233572;0,8654582
Essai5;0,2876728;0,6247539;0,7679439;1,1520105;1,1673237;1,4717107
Essai6;0,2883144;0,4961187;0,9280858;1,0080368;0,8329778;1,0717825
Essai7;0,2241169;0,7506817;0,7519444;1,1680845;0,9274878;1,1198711
Essai8;0,2245999;0,7040898;0,9273812;0,9436349;1,0081474;1,2807217
Essai9;0,3041672;0,5753791;0,8361817;1,0085009;0,9286014;1,1367796
;0,26405825;0,58576777;0,80363328;0,92325405;1,11362573;1,16522426
;0,043622246;0,088398734;0,096674036;0,155214635;0,228970488;0,169582846
CV;0,165199332;0,150910887;0,120296207;0,168116928;0,205608115;0,145536659
;0,16;;;;;
diff;0,13594175;0,01423223;-0,00363328;0,07674595;0,08637427;0,23477574
;0,09;;;;;
