Essai,Cond_0 -7/-45,Cond_1 -4/-40,Cond_2 -2/-35,Cond_3 -1/-30,Cond_4 0/-25,Cond_5 1/-20,Cond_6 2/-15,Cond_7 4/-10,Cond_8 7/-5,Cond_9 -7/0,Cond_10 -4/5,Cond_11 -2/10,Cond_12 -1/15,Cond_13 0/20,Cond_14 1/25,Cond_15 2/30,Cond_16 4/35,Cond_17 7/40
Essai1,1.514964000089094,1.176139699993655,1.1142180999740958,1.064155500032939,0.6192778999684379,1.3961830000625923,1.193761600065045,1.0813774999696761,1.1450481000356376,1.0668643999379128,0.6484510999871418,1.2110559000866488,0.6646315000252798,1.1444233999354765,1.1285309999948367,0.8505830999929458,1.032151999999769,1.0135193000314757
Essai2,1.1301445999415591,1.1786098000593483,1.2580527999671176,1.049946099985391,1.0515547000104561,1.2700074000749737,0.9362215000437573,1.1942826999584213,1.2427647999720648,1.2064843999687582,1.0644694999791682,1.0024058999260888,0.9505631999345496,1.0812389999628067,1.1474569999845698,1.0505369000602514,1.1442761000944301,1.0954371000407264
Essai3,0.47276010003406554,0.5219858000054955,1.19474209996406,1.1134403999894857,1.3974654000485316,1.2434240999864414,0.9701375000877306,1.0037183000240475,0.45754229999147356,1.1466260000597686,1.0973145000170916,1.114359900006093,1.0822065999964252,1.1152906999923289,1.1457935000071302,1.162129900068976,1.0643934999825433,1.078486799960956
Essai4,0.4400607000570744,0.553461299976334,1.033449999988079,0.5203841000329703,0.5040597999468446,1.6265895999968052,1.1458516999846324,1.0512585999676958,1.2900124000152573,1.1763139000395313,0.8414324999321252,1.0964605000335723,1.0990495999576524,0.5697092999471352,1.272911399952136,0.523320599924773,0.520022299955599,1.2268396998988464
Essai5,0.5386699000373483,0.5534660998964682,1.097952700103633,0.5212996000191197,0.4880544999614358,0.2479586999397725,0.3793771000346169,1.2887156999204308,0.48976410005707294,1.2097159000113606,1.1910021000076085,0.3133972000796348,1.0494522000662982,0.53578659996856,1.289185900008306,0.34287970000877976,0.5391754999291152,0.20306269999127835
Essai6,0.5518100999761373,0.48785479995422065,0.6012781999306753,0.5222992000635713,0.5224565000971779,0.5216446999693289,0.5199198999907821,1.2093306999886408,0.4584951000288129,0.39345350000075996,0.49055390001740307,0.40960620006080717,0.5039119001012295,0.45828509994316846,1.0006751000182703,0.5023010999429971,0.5829508999595419,0.4577401999849826
Essai7,0.4270259999902919,0.5374559999909252,0.4742026999592781,0.5842783999396488,0.4899165000533685,0.4736599000170827,0.45653419999871403,0.5061367000453174,0.489499400020577,0.5362939999904484,0.5075125999283046,0.5471162999747321,0.48871180007699877,0.3294518000911921,1.1943706000456586,0.3613400999456644,0.4411070999922231,0.5212041999911889
Essai8,0.44085190002806485,0.45777159999124706,0.45893579989206046,0.46012140007223934,0.536146399914287,0.42740660009440035,0.36131800001021475,0.5382144999457523,0.42418920004274696,0.5207555999513716,0.5513654999667779,0.5209097000770271,0.49031789996661246,0.5541941000847146,0.47573970002122223,0.49123609997332096,0.43936149997171015,0.488051800057292
Essai9,0.48830830003134906,0.5359001000178978,0.4412370999343693,0.47101840004324913,0.4266630000201985,0.4746368998894468,0.48904699995182455,0.4577497000573203,0.40971370006445795,0.5695394999347627,0.5367345999693498,0.4425757999997586,0.5642231999663636,0.5063777000177652,0.6826304999412969,0.5215886000078171,0.47243779990822077,0.5210777000756934
Essai10,0.5215484000509605,0.4089412000030279,0.4874562999466434,0.5698919000569731,0.5877744000172243,0.4889211000408977,0.5384071000153199,0.5207205999176949,0.45712579996325076,0.45672639994882047,0.5043735000072047,0.5515099000185728,0.44290869997348636,0.4239885000279173,0.632442899979651,0.5526995001127943,0.5204095999943092,0.5229428000748158
Essai11,0.5219587000319734,0.43871610006317496,0.45829640002921224,0.6018882999196649,0.521926200017333,0.42561679997015744,0.5061254999600351,0.47210239991545677,0.4887782000005245,0.4904011999024078,0.906359100015834,0.47365579998586327,0.4899634999455884,0.5832927000010386,0.47484000003896654,0.5373993000248447,0.7761952000437304,0.4560174000216648
Essai12,0.5678900999482721,0.5216244999319315,0.5058995999861509,0.5214744999539107,0.4732450000010431,0.4569747999776155,0.5513980999821797,0.5194884999655187,0.4409944999497384,0.5518204999389127,0.37757969996891916,0.49079820001497865,0.5695401000557467,0.47307970002293587,0.3766954999882728,0.6499329999787733,0.8579379000002518,0.5214306999696419
Essai13,0.49271140003111213,0.5055667000124231,0.5381417999742553,0.4739707999397069,0.3940784999867901,0.4887364999158308,0.6505474000005051,0.4082882999209687,0.4093280000379309,0.3748119999654591,0.47327139996923506,0.41044229990802705,0.5385007000295445,0.571442500106059,0.5530573999276385,0.42727430001832545,0.378632300067693,0.4729339999612421
