Essai;400;600;800;1000;1200;1400
Essai0;0.31993590004276484;0.8802075000130571;0.9920190999982879;1.2481963000027463;1.4075355000095442;1.4079690999933518
Essai1;0.5126462000189349;0.7676924000261351;0.9441264999913983;1.2159805000410415;1.1835504000191577;1.536573600023985
Essai2;0.38412690005498007;0.9919372000149451;1.1199852999998257;1.1837748999823816;1.3279699999839067;1.5677670000004582
Essai3;0.4638448000187054;1.0402606999850832;1.199860599997919;1.2955890000448562;1.7120088000083342;1.535408700001426
Essai4;0.3835920999990776;1.0398320000385866;1.2478268999839202;1.27989379997598;1.5522291000233963;1.6324434999842197
Essai5;0.40008559997659177;1.0882105000200681;1.1195940000470728;1.0722729999688454;1.3918573000119068;1.4564212000113912
Essai6;0.32005119998939335;0.960272399999667;1.199771600018721;1.2644031000090763;1.4239729999681003;1.3921912999940105
Essai7;0.3842018999857828;1.0229075999814086;0.9120475999661721;1.3759826000314206;1.1839819999877363;1.3921622000052594
Essai8;0.4961321000009775;0.9122913000173867;1.1680634000222199;1.18385649996344;1.3443996999994852;1.344185699999798
Essai9;0.39986429997952655;0.8645407999865711;1.0078263000468723;1.1842046999954619;1.248148399987258;1.2954556999611668
#DIV/0!;;;;;;
